#chr	strand	start	end	annotation
3	*	16338	16535	enhancer
3	*	20540	21106	enhancer
3	*	21602	21861	enhancer
3	*	22876	23073	enhancer
3	*	49524	50119	enhancer
3	*	61241	61486	enhancer
3	*	61586	61718	enhancer
3	*	131543	131787	enhancer
3	*	131941	132411	enhancer
3	*	133364	133572	enhancer
3	*	143325	144116	enhancer
3	*	164837	165831	enhancer
3	*	204193	204620	enhancer
3	*	293025	293409	enhancer
3	*	334504	334771	enhancer
3	*	336094	336472	enhancer
3	*	375012	375463	enhancer
3	*	384185	384864	enhancer
3	*	388674	389389	enhancer
3	*	395811	396180	enhancer
3	*	401399	401823	enhancer
3	*	423351	423652	enhancer
3	*	429078	429296	enhancer
3	*	429495	430305	enhancer
3	*	558329	558603	enhancer
3	*	637667	637836	enhancer
3	*	647726	647964	enhancer
3	*	664854	665056	enhancer
3	*	665069	665420	enhancer
3	*	695719	696282	enhancer
3	*	720058	720396	enhancer
3	*	849742	850216	enhancer
3	*	893847	894074	enhancer
3	*	900046	900281	enhancer
3	*	905164	905667	enhancer
3	*	910614	911095	enhancer
3	*	1051826	1052124	enhancer
3	*	1057915	1058257	enhancer
3	*	1060843	1061322	enhancer
3	*	1066717	1067162	enhancer
3	*	1114327	1114762	enhancer
3	*	1137575	1138476	enhancer
3	*	1175079	1175594	enhancer
3	*	1198490	1199017	enhancer
3	*	1210483	1211154	enhancer
3	*	1233322	1233665	enhancer
3	*	1234663	1234892	enhancer
3	*	1351196	1351695	enhancer
3	*	1352741	1353374	enhancer
3	*	1357965	1359169	enhancer
3	*	1367711	1368002	enhancer
3	*	1399928	1400353	enhancer
3	*	1445962	1446268	enhancer
3	*	1452336	1453092	enhancer
3	*	1483748	1484196	enhancer
3	*	1485843	1486153	enhancer
3	*	1486589	1486853	enhancer
3	*	1622871	1623360	enhancer
3	*	1656691	1657714	enhancer
3	*	1658076	1658261	enhancer
3	*	1681375	1681743	enhancer
3	*	1728549	1729086	enhancer
3	*	1729618	1730341	enhancer
3	*	1730442	1730908	enhancer
3	*	1743117	1743355	enhancer
3	*	1743465	1743829	enhancer
3	*	1755201	1755627	enhancer
3	*	1814986	1815170	enhancer
3	*	1817073	1817773	enhancer
3	*	1817948	1818358	enhancer
3	*	1833516	1834262	enhancer
3	*	1849555	1849917	enhancer
3	*	1851986	1852810	enhancer
3	*	1874053	1874311	enhancer
3	*	1924350	1924781	enhancer
3	*	1929964	1930310	enhancer
3	*	1952386	1952730	enhancer
3	*	1953695	1953969	enhancer
3	*	1959689	1960403	enhancer
3	*	1994355	1994808	enhancer
3	*	2006745	2007084	enhancer
3	*	2007169	2007338	enhancer
3	*	2007512	2007870	enhancer
3	*	2008374	2008725	enhancer
3	*	2033964	2034907	enhancer
3	*	2127372	2127587	enhancer
3	*	2127701	2128154	enhancer
3	*	2128281	2128979	enhancer
3	*	2129223	2129637	enhancer
3	*	2139237	2139580	enhancer
3	*	2157705	2158110	enhancer
3	*	2169705	2170295	enhancer
3	*	2177947	2178212	enhancer
3	*	2178321	2178548	enhancer
3	*	2285313	2285869	enhancer
3	*	2310776	2311351	enhancer
3	*	2348661	2349537	enhancer
3	*	2350197	2350748	enhancer
3	*	2351163	2351554	enhancer
3	*	2351818	2352100	enhancer
3	*	2352772	2353209	enhancer
3	*	2356725	2357053	enhancer
3	*	2357478	2358369	enhancer
3	*	2404132	2404400	enhancer
3	*	2440007	2440146	enhancer
3	*	2614893	2615368	enhancer
3	*	2646805	2647240	enhancer
3	*	2647317	2647858	enhancer
3	*	2757122	2757382	enhancer
3	*	2774055	2774183	enhancer
3	*	2774709	2775267	enhancer
3	*	2888932	2889339	enhancer
3	*	2927923	2928651	enhancer
3	*	2999881	3000362	enhancer
3	*	3047202	3047950	enhancer
3	*	3048908	3049548	enhancer
3	*	3071472	3071746	enhancer
3	*	3072440	3072729	enhancer
3	*	3080574	3081377	enhancer
3	*	3090600	3091379	enhancer
3	*	3127700	3128129	enhancer
3	*	3182375	3182716	enhancer
3	*	3188130	3188436	enhancer
3	*	3284098	3284547	enhancer
3	*	3371410	3372268	enhancer
